t	V	n	m	h
15.8103	-74.2812	0.598575	0.0191526	0.189166
15.8203	-74.2748	0.597777	0.0189972	0.190032
15.8303	-74.2681	0.596981	0.0188534	0.190897
15.8403	-74.261	0.596186	0.0187204	0.191761
15.8503	-74.2536	0.595394	0.0185976	0.192622
15.8603	-74.246	0.594602	0.0184842	0.193483
15.8703	-74.238	0.593813	0.0183797	0.194342
15.8803	-74.2298	0.593025	0.0182836	0.195199
15.8903	-74.2213	0.592238	0.0181952	0.196055
15.9003	-74.2126	0.591454	0.0181141	0.196909
15.9103	-74.2037	0.590671	0.0180398	0.197762
15.9203	-74.1945	0.589889	0.017972	0.198613
15.9303	-74.1851	0.58911	0.0179101	0.199463
15.9403	-74.1756	0.588331	0.0178538	0.200311
15.9503	-74.1658	0.587555	0.0178028	0.201158
15.9603	-74.1558	0.58678	0.0177567	0.202003
15.9703	-74.1457	0.586007	0.0177152	0.202846
15.9803	-74.1354	0.585235	0.0176781	0.203688
15.9903	-74.1249	0.584466	0.017645	0.204528
16.0003	-74.1143	0.583697	0.0176157	0.205367
16.0103	-74.1035	0.582931	0.01759	0.206204
16.0203	-74.0926	0.582166	0.0175676	0.20704
16.0303	-74.0815	0.581403	0.0175484	0.207873
16.0403	-74.0703	0.580641	0.0175321	0.208706
16.0503	-74.059	0.579881	0.0175186	0.209536
16.0603	-74.0475	0.579123	0.0175077	0.210365
16.0703	-74.036	0.578366	0.0174993	0.211193
16.0803	-74.0243	0.577611	0.0174931	0.212019
16.0903	-74.0125	0.576857	0.0174891	0.212843
16.1003	-74.0006	0.576106	0.0174872	0.213665
16.1103	-73.9885	0.575356	0.0174871	0.214486
16.1203	-73.9764	0.574607	0.0174889	0.215305
16.1303	-73.9642	0.57386	0.0174923	0.216123
16.1403	-73.9519	0.573115	0.0174974	0.216939
16.1503	-73.9395	0.572372	0.0175039	0.217753
16.1603	-73.927	0.57163	0.0175119	0.218566
16.1703	-73.9144	0.570889	0.0175212	0.219377
16.1803	-73.9017	0.570151	0.0175317	0.220186
16.1903	-73.8889	0.569414	0.0175435	0.220994
16.2003	-73.8761	0.568678	0.0175564	0.2218
16.2103	-73.8631	0.567945	0.0175704	0.222605
16.2203	-73.8501	0.567213	0.0175853	0.223408
16.2303	-73.8371	0.566482	0.0176012	0.224209
16.2403	-73.8239	0.565753	0.0176181	0.225009
16.2503	-73.8107	0.565026	0.0176358	0.225806
16.2603	-73.7973	0.5643	0.0176543	0.226603
16.2703	-73.784	0.563576	0.0176735	0.227397
16.2803	-73.7705	0.562854	0.0176935	0.22819
16.2903	-73.757	0.562133	0.0177143	0.228982
16.3003	-73.7434	0.561414	0.0177356	0.229771
16.3103	-73.7298	0.560697	0.0177576	0.230559
16.3203	-73.7161	0.559981	0.0177802	0.231346
16.3303	-73.7023	0.559267	0.0178034	0.232131
16.3403	-73.6885	0.558554	0.0178272	0.232914
16.3503	-73.6746	0.557843	0.0178514	0.233695
16.3603	-73.6606	0.557134	0.0178762	0.234475
16.3703	-73.6466	0.556426	0.0179014	0.235253
16.3803	-73.6325	0.55572	0.0179271	0.23603
16.3903	-73.6184	0.555015	0.0179533	0.236805
16.4003	-73.6042	0.554312	0.0179799	0.237578
16.4103	-73.59	0.553611	0.0180068	0.238349
16.4203	-73.5757	0.552911	0.0180342	0.239119
16.4303	-73.5613	0.552213	0.018062	0.239888
16.4403	-73.5469	0.551516	0.0180901	0.240654
16.4503	-73.5325	0.550821	0.0181186	0.241419
16.4603	-73.518	0.550128	0.0181474	0.242183
16.4703	-73.5034	0.549436	0.0181766	0.242945
16.4803	-73.4888	0.548746	0.018206	0.243705
16.4903	-73.4741	0.548057	0.0182358	0.244463
16.5003	-73.4594	0.54737	0.0182659	0.24522
16.5103	-73.4446	0.546684	0.0182963	0.245975
16.5203	-73.4298	0.546	0.018327	0.246729
16.5303	-73.4149	0.545318	0.0183579	0.247481
16.5403	-73.4	0.544637	0.0183891	0.248231
16.5503	-73.385	0.543958	0.0184206	0.24898
16.5603	-73.37	0.54328	0.0184523	0.249727
16.5703	-73.355	0.542604	0.0184843	0.250472
16.5803	-73.3399	0.54193	0.0185166	0.251216
16.5903	-73.3247	0.541257	0.0185491	0.251958
16.6003	-73.3095	0.540586	0.0185818	0.252699
16.6103	-73.2943	0.539916	0.0186148	0.253438
16.6203	-73.279	0.539248	0.018648	0.254175
16.6303	-73.2636	0.538581	0.0186814	0.254911
16.6403	-73.2482	0.537916	0.018715	0.255645
16.6503	-73.2328	0.537253	0.0187489	0.256377
16.6603	-73.2173	0.536591	0.018783	0.257108
16.6703	-73.2018	0.53593	0.0188173	0.257837
16.6803	-73.1862	0.535271	0.0188518	0.258565
16.6903	-73.1706	0.534614	0.0188865	0.259291
16.7003	-73.155	0.533958	0.0189214	0.260015
16.7103	-73.1393	0.533304	0.0189566	0.260738
16.7203	-73.1235	0.532651	0.0189919	0.261459
16.7303	-73.1077	0.532	0.0190274	0.262178
16.7403	-73.0919	0.531351	0.0190631	0.262896
16.7503	-73.0761	0.530703	0.0190991	0.263612
16.7603	-73.0602	0.530056	0.0191352	0.264327
16.7703	-73.0442	0.529411	0.0191715	0.26504
16.7803	-73.0282	0.528768	0.019208	0.265752
16.7903	-73.0122	0.528126	0.0192447	0.266461
16.8003	-72.9961	0.527485	0.0192816	0.26717
16.8103	-72.98	0.526847	0.0193187	0.267876
16.8203	-72.9638	0.526209	0.019356	0.268581
16.8303	-72.9476	0.525573	0.0193934	0.269285
16.8403	-72.9314	0.524939	0.0194311	0.269987
16.8503	-72.9151	0.524306	0.0194689	0.270687
16.8603	-72.8988	0.523675	0.0195069	0.271386
16.8703	-72.8824	0.523046	0.0195451	0.272083
16.8803	-72.866	0.522417	0.0195835	0.272778
16.8903	-72.8495	0.521791	0.0196221	0.273472
16.9003	-72.833	0.521165	0.0196608	0.274164
16.9103	-72.8165	0.520542	0.0196998	0.274855
16.9203	-72.8	0.51992	0.0197389	0.275544
16.9303	-72.7833	0.519299	0.0197782	0.276232
16.9403	-72.7667	0.51868	0.0198177	0.276917
16.9503	-72.75	0.518062	0.0198574	0.277602
16.9603	-72.7333	0.517446	0.0198973	0.278285
16.9703	-72.7165	0.516832	0.0199373	0.278966
16.9803	-72.6997	0.516218	0.0199775	0.279645
16.9903	-72.6829	0.515607	0.0200179	0.280323
17.0003	-72.666	0.514997	0.0200585	0.281
17.0103	-72.6491	0.514388	0.0200993	0.281675
17.0203	-72.6321	0.513781	0.0201402	0.282348
17.0303	-72.6152	0.513175	0.0201814	0.28302
17.0403	-72.5981	0.512571	0.0202227	0.28369
17.0503	-72.5811	0.511968	0.0202642	0.284359
17.0603	-72.564	0.511367	0.0203059	0.285026
17.0703	-72.5468	0.510767	0.0203477	0.285691
17.0803	-72.5296	0.510169	0.0203898	0.286355
17.0903	-72.5124	0.509572	0.020432	0.287017
17.1003	-72.4952	0.508977	0.0204744	0.287678
17.1103	-72.4779	0.508383	0.020517	0.288337
17.1203	-72.4605	0.507791	0.0205598	0.288995
17.1303	-72.4432	0.5072	0.0206028	0.289651
17.1403	-72.4258	0.50661	0.0206459	0.290305
17.1503	-72.4083	0.506022	0.0206893	0.290958
17.1603	-72.3909	0.505436	0.0207328	0.29161
17.1703	-72.3733	0.504851	0.0207765	0.292259
17.1803	-72.3558	0.504267	0.0208204	0.292908
17.1903	-72.3382	0.503685	0.0208644	0.293555
17.2003	-72.3206	0.503105	0.0209087	0.2942
17.2103	-72.3029	0.502525	0.0209531	0.294843
17.2203	-72.2852	0.501948	0.0209978	0.295485
17.2303	-72.2675	0.501371	0.0210426	0.296126
17.2403	-72.2498	0.500796	0.0210876	0.296765
17.2503	-72.232	0.500223	0.0211328	0.297402
17.2603	-72.2141	0.499651	0.0211781	0.298038
17.2703	-72.1963	0.499081	0.0212237	0.298673
17.2803	-72.1784	0.498512	0.0212695	0.299306
17.2903	-72.1604	0.497944	0.0213154	0.299937
17.3003	-72.1425	0.497378	0.0213615	0.300567
17.3103	-72.1245	0.496813	0.0214078	0.301195
17.3203	-72.1064	0.49625	0.0214544	0.301822
17.3303	-72.0884	0.495688	0.021501	0.302447
17.3403	-72.0703	0.495128	0.0215479	0.30307
17.3503	-72.0521	0.494569	0.021595	0.303692
17.3603	-72.0339	0.494011	0.0216423	0.304313
17.3703	-72.0157	0.493455	0.0216897	0.304932
17.3803	-71.9975	0.4929	0.0217374	0.30555
17.3903	-71.9792	0.492347	0.0217852	0.306166
17.4003	-71.9609	0.491795	0.0218333	0.30678
17.4103	-71.9426	0.491245	0.0218815	0.307393
17.4203	-71.9242	0.490696	0.0219299	0.308005
17.4303	-71.9058	0.490148	0.0219785	0.308614
17.4403	-71.8874	0.489602	0.0220273	0.309223
17.4503	-71.8689	0.489058	0.0220763	0.30983
17.4603	-71.8504	0.488514	0.0221255	0.310435
17.4703	-71.8319	0.487972	0.0221749	0.311039
17.4803	-71.8133	0.487432	0.0222245	0.311641
17.4903	-71.7947	0.486893	0.0222742	0.312242
17.5003	-71.7761	0.486355	0.0223242	0.312842
17.5103	-71.7575	0.485819	0.0223744	0.313439
17.5203	-71.7388	0.485284	0.0224247	0.314036
17.5303	-71.7201	0.484751	0.0224753	0.314631
17.5403	-71.7013	0.484219	0.022526	0.315224
17.5503	-71.6825	0.483688	0.022577	0.315816
17.5603	-71.6637	0.483159	0.0226281	0.316406
17.5703	-71.6449	0.482631	0.0226795	0.316995
17.5803	-71.626	0.482104	0.022731	0.317582
17.5903	-71.6071	0.481579	0.0227828	0.318168
17.6003	-71.5882	0.481056	0.0228347	0.318753
17.6103	-71.5692	0.480533	0.0228869	0.319335
17.6203	-71.5502	0.480012	0.0229392	0.319917
17.6303	-71.5312	0.479493	0.0229918	0.320497
17.6403	-71.5121	0.478975	0.0230445	0.321075
17.6503	-71.4931	0.478458	0.0230975	0.321652
17.6603	-71.4739	0.477943	0.0231506	0.322227
17.6703	-71.4548	0.477429	0.023204	0.322801
17.6803	-71.4356	0.476916	0.0232575	0.323374
17.6903	-71.4165	0.476405	0.0233113	0.323945
17.7003	-71.3972	0.475895	0.0233652	0.324514
17.7103	-71.378	0.475386	0.0234194	0.325082
17.7203	-71.3587	0.474879	0.0234737	0.325649
17.7303	-71.3394	0.474374	0.0235283	0.326214
17.7403	-71.3201	0.473869	0.0235831	0.326778
17.7503	-71.3007	0.473366	0.0236381	0.32734
17.7603	-71.2813	0.472865	0.0236932	0.3279
17.7703	-71.2619	0.472364	0.0237486	0.32846
17.7803	-71.2424	0.471865	0.0238042	0.329017
17.7903	-71.223	0.471368	0.02386	0.329574
17.8003	-71.2035	0.470872	0.023916	0.330129
17.8103	-71.1839	0.470377	0.0239722	0.330682
17.8203	-71.1644	0.469883	0.0240286	0.331234
17.8303	-71.1448	0.469391	0.0240853	0.331784
17.8403	-71.1252	0.4689	0.0241421	0.332333
17.8503	-71.1056	0.468411	0.0241991	0.332881
17.8603	-71.0859	0.467923	0.0242564	0.333427
17.8703	-71.0662	0.467436	0.0243138	0.333971
17.8803	-71.0465	0.466951	0.0243715	0.334515
17.8903	-71.0268	0.466467	0.0244294	0.335056
17.9003	-71.0071	0.465984	0.0244875	0.335597
17.9103	-70.9873	0.465503	0.0245458	0.336135
17.9203	-70.9675	0.465023	0.0246043	0.336673
17.9303	-70.9476	0.464544	0.024663	0.337209
17.9403	-70.9278	0.464067	0.0247219	0.337743
17.9503	-70.9079	0.463591	0.024781	0.338276
17.9603	-70.888	0.463116	0.0248404	0.338808
17.9703	-70.8681	0.462643	0.0248999	0.339338
17.9803	-70.8481	0.462171	0.0249597	0.339867
17.9903	-70.8281	0.4617	0.0250197	0.340394
18.0003	-70.8082	0.46123	0.0250799	0.34092
18.0103	-70.7881	0.460762	0.0251403	0.341444
18.0203	-70.7681	0.460296	0.0252009	0.341967
18.0303	-70.748	0.45983	0.0252617	0.342489
18.0403	-70.7279	0.459366	0.0253228	0.343009
18.0503	-70.7078	0.458903	0.025384	0.343528
18.0603	-70.6877	0.458442	0.0254455	0.344045
18.0703	-70.6675	0.457982	0.0255072	0.344561
18.0803	-70.6474	0.457523	0.0255691	0.345075
18.0903	-70.6272	0.457066	0.0256312	0.345588
18.1003	-70.6069	0.456609	0.0256936	0.3461
18.1103	-70.5867	0.456154	0.0257561	0.34661
18.1203	-70.5664	0.455701	0.0258189	0.347119
18.1303	-70.5462	0.455249	0.0258819	0.347626
18.1403	-70.5259	0.454798	0.0259451	0.348132
18.1503	-70.5055	0.454348	0.0260085	0.348637
18.1603	-70.4852	0.4539	0.0260721	0.34914
18.1703	-70.4648	0.453453	0.0261359	0.349642
18.1803	-70.4444	0.453007	0.0262	0.350142
18.1903	-70.424	0.452562	0.0262643	0.350641
18.2003	-70.4036	0.452119	0.0263288	0.351139
18.2103	-70.3832	0.451677	0.0263935	0.351635
18.2203	-70.3627	0.451237	0.0264584	0.352129
18.2303	-70.3422	0.450797	0.0265236	0.352623
18.2403	-70.3217	0.450359	0.0265889	0.353115
18.2503	-70.3012	0.449923	0.0266545	0.353605
18.2603	-70.2807	0.449487	0.0267203	0.354094
18.2703	-70.2601	0.449053	0.0267864	0.354582
18.2803	-70.2395	0.44862	0.0268526	0.355069
18.2903	-70.2189	0.448188	0.0269191	0.355553
18.3003	-70.1983	0.447758	0.0269857	0.356037
18.3103	-70.1777	0.447329	0.0270526	0.356519
18.3203	-70.1571	0.446901	0.0271198	0.357
18.3303	-70.1364	0.446475	0.0271871	0.35748
18.3403	-70.1157	0.446049	0.0272547	0.357958
18.3503	-70.095	0.445626	0.0273225	0.358434
18.3603	-70.0743	0.445203	0.0273905	0.35891
18.3703	-70.0536	0.444781	0.0274587	0.359383
18.3803	-70.0328	0.444361	0.0275271	0.359856
18.3903	-70.0121	0.443942	0.0275958	0.360327
18.4003	-69.9913	0.443525	0.0276647	0.360797
18.4103	-69.9705	0.443108	0.0277338	0.361265
18.4203	-69.9497	0.442693	0.0278031	0.361732
18.4303	-69.9289	0.442279	0.0278727	0.362198
18.4403	-69.9081	0.441867	0.0279424	0.362662
18.4503	-69.8872	0.441455	0.0280124	0.363125
18.4603	-69.8663	0.441045	0.0280826	0.363587
18.4703	-69.8455	0.440636	0.0281531	0.364047
18.4803	-69.8246	0.440229	0.0282237	0.364506
18.4903	-69.8036	0.439822	0.0282946	0.364964
18.5003	-69.7827	0.439417	0.0283657	0.36542
18.5103	-69.7618	0.439013	0.028437	0.365875
18.5203	-69.7408	0.438611	0.0285086	0.366328
18.5303	-69.7199	0.438209	0.0285804	0.36678
18.5403	-69.6989	0.437809	0.0286523	0.367231
18.5503	-69.6779	0.43741	0.0287246	0.36768
18.5603	-69.6569	0.437013	0.028797	0.368129
18.5703	-69.6359	0.436616	0.0288697	0.368575
18.5803	-69.6149	0.436221	0.0289425	0.369021
18.5903	-69.5938	0.435827	0.0290157	0.369465
18.6003	-69.5728	0.435434	0.029089	0.369907
18.6103	-69.5517	0.435043	0.0291625	0.370349
18.6203	-69.5307	0.434653	0.0292363	0.370789
18.6303	-69.5096	0.434263	0.0293103	0.371227
18.6403	-69.4885	0.433876	0.0293845	0.371665
18.6503	-69.4674	0.433489	0.029459	0.372101
18.6603	-69.4463	0.433104	0.0295336	0.372535
18.6703	-69.4251	0.432719	0.0296085	0.372969
18.6803	-69.404	0.432336	0.0296836	0.373401
18.6903	-69.3829	0.431955	0.029759	0.373831
18.7003	-69.3617	0.431574	0.0298345	0.374261
18.7103	-69.3405	0.431195	0.0299103	0.374689
18.7203	-69.3194	0.430817	0.0299863	0.375116
18.7303	-69.2982	0.43044	0.0300626	0.375541
18.7403	-69.277	0.430064	0.030139	0.375965
18.7503	-69.2558	0.42969	0.0302157	0.376388
18.7603	-69.2346	0.429316	0.0302926	0.376809
18.7703	-69.2133	0.428944	0.0303697	0.37723
18.7803	-69.1921	0.428573	0.0304471	0.377648
18.7903	-69.1709	0.428204	0.0305246	0.378066
18.8003	-69.1497	0.427835	0.0306024	0.378482
18.8103	-69.1284	0.427468	0.0306804	0.378897
18.8203	-69.1071	0.427102	0.0307587	0.379311
18.8303	-69.0859	0.426737	0.0308371	0.379723
18.8403	-69.0646	0.426373	0.0309158	0.380134
18.8503	-69.0433	0.426011	0.0309947	0.380544
18.8603	-69.022	0.425649	0.0310738	0.380952
18.8703	-69.0008	0.425289	0.0311532	0.381359
18.8803	-68.9795	0.42493	0.0312328	0.381765
18.8903	-68.9582	0.424573	0.0313126	0.382169
18.9003	-68.9369	0.424216	0.0313926	0.382573
18.9103	-68.9155	0.423861	0.0314728	0.382974
18.9203	-68.8942	0.423506	0.0315533	0.383375
18.9303	-68.8729	0.423153	0.031634	0.383774
18.9403	-68.8516	0.422801	0.0317149	0.384172
18.9503	-68.8302	0.422451	0.031796	0.384569
18.9603	-68.8089	0.422101	0.0318773	0.384965
18.9703	-68.7876	0.421753	0.0319589	0.385359
18.9803	-68.7662	0.421406	0.0320407	0.385752
18.9903	-68.7449	0.42106	0.0321227	0.386143
19.0003	-68.7235	0.420715	0.032205	0.386534
19.0103	-68.7021	0.420371	0.0322874	0.386923
19.0203	-68.6808	0.420028	0.0323701	0.387311
19.0303	-68.6594	0.419687	0.032453	0.387697
19.0403	-68.6381	0.419347	0.0325361	0.388083
19.0503	-68.6167	0.419008	0.0326194	0.388467
19.0603	-68.5953	0.41867	0.032703	0.388849
19.0703	-68.5739	0.418333	0.0327868	0.389231
19.0803	-68.5526	0.417997	0.0328708	0.389611
19.0903	-68.5312	0.417663	0.032955	0.38999
19.1003	-68.5098	0.41733	0.0330394	0.390368
19.1103	-68.4884	0.416998	0.0331241	0.390744
19.1203	-68.467	0.416667	0.0332089	0.391119
19.1303	-68.4457	0.416337	0.033294	0.391493
19.1403	-68.4243	0.416008	0.0333793	0.391866
19.1503	-68.4029	0.41568	0.0334649	0.392237
19.1603	-68.3815	0.415354	0.0335506	0.392607
19.1703	-68.3601	0.415029	0.0336366	0.392976
19.1803	-68.3387	0.414704	0.0337228	0.393344
19.1903	-68.3173	0.414381	0.0338092	0.39371
19.2003	-68.296	0.414059	0.0338958	0.394075
19.2103	-68.2746	0.413739	0.0339826	0.394439
19.2203	-68.2532	0.413419	0.0340696	0.394802
19.2303	-68.2318	0.4131	0.0341569	0.395163
19.2403	-68.2104	0.412783	0.0342444	0.395523
19.2503	-68.189	0.412467	0.0343321	0.395882
19.2603	-68.1677	0.412151	0.03442	0.39624
19.2703	-68.1463	0.411837	0.0345081	0.396597
19.2803	-68.1249	0.411525	0.0345965	0.396952
19.2903	-68.1035	0.411213	0.034685	0.397306
19.3003	-68.0822	0.410902	0.0347738	0.397659
19.3103	-68.0608	0.410592	0.0348628	0.39801
19.3203	-68.0394	0.410284	0.0349519	0.39836
19.3303	-68.0181	0.409977	0.0350413	0.39871
19.3403	-67.9967	0.40967	0.035131	0.399057
19.3503	-67.9754	0.409365	0.0352208	0.399404
19.3603	-67.954	0.409061	0.0353108	0.39975
19.3703	-67.9327	0.408758	0.0354011	0.400094
19.3803	-67.9113	0.408456	0.0354915	0.400437
19.3903	-67.89	0.408156	0.0355822	0.400779
19.4003	-67.8687	0.407856	0.0356731	0.401119
19.4103	-67.8473	0.407557	0.0357642	0.401458
19.4203	-67.826	0.40726	0.0358555	0.401797
19.4303	-67.8047	0.406964	0.035947	0.402134
19.4403	-67.7834	0.406668	0.0360387	0.402469
19.4503	-67.762	0.406374	0.0361306	0.402804
19.4604	-67.7407	0.406081	0.0362228	0.403137
19.4704	-67.7194	0.405789	0.0363151	0.403469
19.4804	-67.6981	0.405498	0.0364077	0.4038
19.4904	-67.6769	0.405208	0.0365004	0.40413
19.5004	-67.6556	0.404919	0.0365934	0.404459
19.5104	-67.6343	0.404632	0.0366866	0.404786
19.5204	-67.613	0.404345	0.0367799	0.405112
19.5304	-67.5918	0.40406	0.0368735	0.405437
19.5404	-67.5705	0.403775	0.0369673	0.405761
19.5504	-67.5493	0.403492	0.0370613	0.406083
19.5604	-67.528	0.403209	0.0371554	0.406405
19.5704	-67.5068	0.402928	0.0372498	0.406725
19.5804	-67.4856	0.402648	0.0373444	0.407044
19.5904	-67.4643	0.402369	0.0374392	0.407362
19.6004	-67.4431	0.402091	0.0375342	0.407679
19.6104	-67.4219	0.401814	0.0376294	0.407994
19.6204	-67.4007	0.401538	0.0377248	0.408308
19.6304	-67.3796	0.401263	0.0378204	0.408621
19.6404	-67.3584	0.400989	0.0379162	0.408933
19.6504	-67.3372	0.400716	0.0380122	0.409244
19.6604	-67.3161	0.400445	0.0381084	0.409554
19.6704	-67.2949	0.400174	0.0382048	0.409862
19.6804	-67.2738	0.399904	0.0383014	0.41017
19.6904	-67.2526	0.399636	0.0383981	0.410476
19.7004	-67.2315	0.399368	0.0384951	0.410781
19.7104	-67.2104	0.399102	0.0385923	0.411085
19.7204	-67.1893	0.398837	0.0386897	0.411387
19.7304	-67.1682	0.398572	0.0387872	0.411689
19.7404	-67.1472	0.398309	0.038885	0.411989
19.7504	-67.1261	0.398046	0.0389829	0.412288
19.7604	-67.105	0.397785	0.0390811	0.412586
19.7704	-67.084	0.397525	0.0391794	0.412883
19.7804	-67.063	0.397266	0.0392779	0.413179
19.7904	-67.0419	0.397008	0.0393766	0.413473
19.8004	-67.0209	0.39675	0.0394755	0.413767
19.8104	-66.9999	0.396494	0.0395746	0.414059
19.8204	-66.979	0.396239	0.0396739	0.41435
19.8304	-66.958	0.395985	0.0397734	0.41464
19.8404	-66.937	0.395732	0.039873	0.414929
19.8504	-66.9161	0.39548	0.0399729	0.415217
19.8604	-66.8951	0.395229	0.0400729	0.415503
19.8704	-66.8742	0.394979	0.0401731	0.415789
19.8804	-66.8533	0.39473	0.0402735	0.416073
19.8904	-66.8324	0.394482	0.0403741	0.416356
19.9004	-66.8115	0.394235	0.0404749	0.416638
19.9104	-66.7907	0.393989	0.0405758	0.416919
19.9204	-66.7698	0.393744	0.040677	0.417199
19.9304	-66.749	0.3935	0.0407783	0.417477
19.9404	-66.7281	0.393257	0.0408798	0.417755
19.9504	-66.7073	0.393015	0.0409814	0.418031
19.9604	-66.6865	0.392774	0.0410833	0.418307
19.9704	-66.6657	0.392534	0.0411853	0.418581
19.9804	-66.645	0.392295	0.0412875	0.418854
19.9904	-66.6242	0.392057	0.0413899	0.419126
20.0004	-66.6035	0.39182	0.0414925	0.419397
20.0104	-66.5828	0.391584	0.0415952	0.419666
20.0204	-66.5621	0.391349	0.0416981	0.419935
20.0304	-66.5414	0.391115	0.0418012	0.420202
20.0404	-66.5207	0.390882	0.0419044	0.420469
20.0504	-66.5	0.39065	0.0420079	0.420734
20.0604	-66.4794	0.390419	0.0421115	0.420998
20.0704	-66.4588	0.390189	0.0422152	0.421261
20.0804	-66.4382	0.38996	0.0423192	0.421523
20.0904	-66.4176	0.389732	0.0424233	0.421784
20.1004	-66.397	0.389505	0.0425276	0.422044
20.1104	-66.3764	0.389279	0.042632	0.422303
20.1204	-66.3559	0.389053	0.0427366	0.42256
20.1304	-66.3354	0.388829	0.0428414	0.422817
20.1404	-66.3148	0.388606	0.0429463	0.423072
20.1504	-66.2944	0.388383	0.0430515	0.423327
20.1604	-66.2739	0.388162	0.0431567	0.42358
20.1704	-66.2534	0.387942	0.0432622	0.423832
20.1804	-66.233	0.387722	0.0433678	0.424083
20.1904	-66.2126	0.387504	0.0434735	0.424333
20.2004	-66.1922	0.387286	0.0435794	0.424582
20.2104	-66.1718	0.38707	0.0436855	0.42483
20.2204	-66.1514	0.386854	0.0437917	0.425077
20.2304	-66.1311	0.386639	0.0438981	0.425322
20.2404	-66.1108	0.386426	0.0440047	0.425567
20.2504	-66.0904	0.386213	0.0441114	0.425811
20.2604	-66.0702	0.386001	0.0442183	0.426053
20.2704	-66.0499	0.38579	0.0443253	0.426294
20.2804	-66.0296	0.38558	0.0444324	0.426535
20.2904	-66.0094	0.385371	0.0445398	0.426774
20.3004	-65.9892	0.385163	0.0446472	0.427012
20.3104	-65.969	0.384956	0.0447549	0.427249
20.3204	-65.9488	0.38475	0.0448626	0.427486
20.3304	-65.9287	0.384545	0.0449706	0.427721
20.3404	-65.9086	0.38434	0.0450786	0.427955
20.3504	-65.8885	0.384137	0.0451868	0.428188
20.3604	-65.8684	0.383934	0.0452952	0.428419
20.3704	-65.8483	0.383733	0.0454037	0.42865
20.3804	-65.8283	0.383532	0.0455124	0.42888
20.3904	-65.8082	0.383332	0.0456212	0.429109
20.4004	-65.7882	0.383133	0.0457301	0.429336
20.4104	-65.7682	0.382936	0.0458392	0.429563
20.4204	-65.7483	0.382739	0.0459484	0.429789
20.4304	-65.7283	0.382543	0.0460578	0.430013
20.4404	-65.7084	0.382347	0.0461673	0.430237
20.4504	-65.6885	0.382153	0.0462769	0.430459
20.4604	-65.6686	0.38196	0.0463867	0.430681
20.4704	-65.6488	0.381767	0.0464966	0.430901
20.4804	-65.629	0.381576	0.0466066	0.431121
20.4904	-65.6092	0.381385	0.0467168	0.431339
20.5004	-65.5894	0.381195	0.0468271	0.431556
20.5104	-65.5696	0.381007	0.0469375	0.431773
20.5204	-65.5499	0.380819	0.0470481	0.431988
20.5304	-65.5302	0.380632	0.0471588	0.432202
20.5404	-65.5105	0.380445	0.0472696	0.432416
20.5504	-65.4908	0.38026	0.0473806	0.432628
20.5604	-65.4712	0.380076	0.0474917	0.432839
20.5704	-65.4515	0.379892	0.0476029	0.433049
20.5804	-65.4319	0.37971	0.0477142	0.433259
20.5904	-65.4124	0.379528	0.0478257	0.433467
20.6004	-65.3928	0.379347	0.0479373	0.433674
20.6104	-65.3733	0.379167	0.048049	0.43388
20.6204	-65.3538	0.378988	0.0481608	0.434085
20.6304	-65.3343	0.37881	0.0482727	0.434289
20.6404	-65.3148	0.378632	0.0483848	0.434493
