t	V	n	m	h
25.5905	-59.8229	0.358894	0.0944851	0.451599
25.6005	-59.8207	0.358919	0.0945182	0.451548
25.6105	-59.8185	0.358945	0.0945508	0.451496
25.6205	-59.8164	0.35897	0.0945832	0.451444
25.6305	-59.8143	0.358995	0.0946152	0.451392
25.6405	-59.8122	0.359021	0.0946469	0.45134
25.6505	-59.8101	0.359046	0.0946783	0.451288
25.6605	-59.8081	0.359071	0.0947093	0.451235
25.6705	-59.8061	0.359097	0.09474	0.451183
25.6805	-59.8042	0.359122	0.0947704	0.451131
25.6905	-59.8022	0.359147	0.0948004	0.451079
25.7005	-59.8003	0.359173	0.0948302	0.451027
25.7105	-59.7985	0.359198	0.0948595	0.450975
25.7205	-59.7966	0.359224	0.0948886	0.450922
25.7305	-59.7948	0.359249	0.0949173	0.45087
25.7405	-59.7931	0.359274	0.0949457	0.450818
25.7505	-59.7913	0.3593	0.0949738	0.450766
25.7605	-59.7896	0.359325	0.0950015	0.450713
25.7705	-59.7879	0.359351	0.095029	0.450661
25.7805	-59.7863	0.359376	0.0950561	0.450609
25.7905	-59.7847	0.359402	0.0950828	0.450556
25.8005	-59.7831	0.359427	0.0951093	0.450504
25.8105	-59.7815	0.359452	0.0951354	0.450452
25.8205	-59.78	0.359478	0.0951612	0.450399
25.8305	-59.7785	0.359503	0.0951867	0.450347
25.8405	-59.777	0.359529	0.0952118	0.450295
25.8505	-59.7756	0.359554	0.0952366	0.450242
25.8605	-59.7742	0.359579	0.0952611	0.45019
25.8705	-59.7728	0.359605	0.0952853	0.450138
25.8805	-59.7714	0.35963	0.0953092	0.450085
25.8905	-59.7701	0.359656	0.0953327	0.450033
25.9005	-59.7688	0.359681	0.0953559	0.449981
25.9105	-59.7676	0.359706	0.0953788	0.449929
25.9205	-59.7663	0.359732	0.0954014	0.449876
25.9305	-59.7651	0.359757	0.0954236	0.449824
25.9405	-59.7639	0.359782	0.0954456	0.449772
25.9505	-59.7628	0.359808	0.0954672	0.449719
25.9605	-59.7617	0.359833	0.0954885	0.449667
25.9705	-59.7606	0.359858	0.0955095	0.449615
25.9805	-59.7595	0.359883	0.0955301	0.449563
25.9905	-59.7585	0.359909	0.0955505	0.44951
26.0005	-59.7575	0.359934	0.0955705	0.449458
26.0105	-59.7565	0.359959	0.0955902	0.449406
26.0205	-59.7556	0.359984	0.0956097	0.449354
26.0305	-59.7547	0.360009	0.0956288	0.449302
26.0405	-59.7538	0.360034	0.0956475	0.44925
26.0505	-59.7529	0.360059	0.095666	0.449198
26.0605	-59.7521	0.360085	0.0956842	0.449146
26.0705	-59.7513	0.36011	0.095702	0.449094
26.0805	-59.7505	0.360135	0.0957195	0.449042
26.0905	-59.7497	0.36016	0.0957368	0.44899
26.1005	-59.749	0.360185	0.0957537	0.448938
26.1105	-59.7483	0.360209	0.0957703	0.448886
26.1205	-59.7477	0.360234	0.0957866	0.448834
26.1305	-59.747	0.360259	0.0958026	0.448782
26.1405	-59.7464	0.360284	0.0958183	0.448731
26.1505	-59.7458	0.360309	0.0958337	0.448679
26.1605	-59.7453	0.360334	0.0958488	0.448627
26.1705	-59.7447	0.360358	0.0958635	0.448576
26.1805	-59.7442	0.360383	0.095878	0.448524
26.1905	-59.7437	0.360408	0.0958922	0.448472
26.2005	-59.7433	0.360432	0.095906	0.448421
26.2105	-59.7428	0.360457	0.0959196	0.44837
26.2205	-59.7424	0.360482	0.0959329	0.448318
26.2305	-59.7421	0.360506	0.0959459	0.448267
26.2405	-59.7417	0.360531	0.0959585	0.448215
26.2505	-59.7414	0.360555	0.0959709	0.448164
26.2605	-59.7411	0.360579	0.095983	0.448113
26.2705	-59.7408	0.360604	0.0959948	0.448062
26.2805	-59.7406	0.360628	0.0960063	0.448011
26.2905	-59.7404	0.360652	0.0960175	0.44796
26.3005	-59.7402	0.360677	0.0960284	0.447909
26.3105	-59.74	0.360701	0.096039	0.447858
26.3205	-59.7398	0.360725	0.0960493	0.447807
26.3305	-59.7397	0.360749	0.0960593	0.447756
26.3405	-59.7396	0.360773	0.0960691	0.447705
26.3505	-59.7395	0.360797	0.0960785	0.447655
26.3605	-59.7395	0.360821	0.0960877	0.447604
26.3705	-59.7395	0.360845	0.0960966	0.447553
26.3805	-59.7395	0.360869	0.0961052	0.447503
26.3905	-59.7395	0.360893	0.0961135	0.447452
26.4005	-59.7396	0.360916	0.0961215	0.447402
26.4105	-59.7396	0.36094	0.0961292	0.447352
26.4205	-59.7397	0.360964	0.0961367	0.447302
26.4305	-59.7399	0.360987	0.0961439	0.447251
26.4405	-59.74	0.361011	0.0961508	0.447201
26.4505	-59.7402	0.361034	0.0961574	0.447151
26.4605	-59.7404	0.361058	0.0961637	0.447101
26.4705	-59.7406	0.361081	0.0961698	0.447052
26.4805	-59.7408	0.361104	0.0961756	0.447002
26.4905	-59.7411	0.361128	0.0961811	0.446952
26.5005	-59.7414	0.361151	0.0961863	0.446902
26.5105	-59.7417	0.361174	0.0961913	0.446853
26.5205	-59.742	0.361197	0.096196	0.446803
26.5305	-59.7424	0.36122	0.0962004	0.446754
26.5405	-59.7427	0.361243	0.0962046	0.446705
26.5505	-59.7431	0.361266	0.0962085	0.446655
26.5605	-59.7436	0.361289	0.0962121	0.446606
26.5705	-59.744	0.361312	0.0962154	0.446557
26.5805	-59.7445	0.361334	0.0962185	0.446508
26.5905	-59.745	0.361357	0.0962213	0.446459
26.6005	-59.7455	0.36138	0.0962239	0.446411
26.6105	-59.746	0.361402	0.0962262	0.446362
26.6205	-59.7466	0.361425	0.0962282	0.446313
26.6305	-59.7471	0.361447	0.09623	0.446265
26.6405	-59.7477	0.361469	0.0962315	0.446216
26.6505	-59.7484	0.361492	0.0962328	0.446168
26.6605	-59.749	0.361514	0.0962338	0.44612
26.6705	-59.7497	0.361536	0.0962345	0.446072
26.6805	-59.7503	0.361558	0.096235	0.446024
26.6905	-59.751	0.36158	0.0962352	0.445976
26.7005	-59.7518	0.361602	0.0962352	0.445928
26.7105	-59.7525	0.361624	0.096235	0.44588
26.7205	-59.7533	0.361646	0.0962344	0.445832
26.7305	-59.7541	0.361667	0.0962337	0.445785
26.7405	-59.7549	0.361689	0.0962327	0.445737
26.7505	-59.7557	0.361711	0.0962314	0.44569
26.7605	-59.7565	0.361732	0.0962299	0.445642
26.7705	-59.7574	0.361754	0.0962282	0.445595
26.7805	-59.7583	0.361775	0.0962262	0.445548
26.7905	-59.7592	0.361796	0.0962239	0.445501
26.8005	-59.7601	0.361818	0.0962215	0.445454
26.8105	-59.761	0.361839	0.0962188	0.445408
26.8205	-59.762	0.36186	0.0962158	0.445361
26.8305	-59.763	0.361881	0.0962126	0.445314
26.8405	-59.764	0.361902	0.0962092	0.445268
26.8505	-59.765	0.361923	0.0962056	0.445222
26.8605	-59.766	0.361943	0.0962017	0.445175
26.8705	-59.7671	0.361964	0.0961976	0.445129
26.8805	-59.7681	0.361985	0.0961932	0.445083
26.8905	-59.7692	0.362005	0.0961887	0.445037
26.9005	-59.7703	0.362026	0.0961839	0.444991
26.9105	-59.7715	0.362046	0.0961788	0.444946
26.9205	-59.7726	0.362066	0.0961736	0.4449
26.9305	-59.7738	0.362086	0.0961681	0.444855
26.9405	-59.7749	0.362107	0.0961624	0.444809
26.9505	-59.7761	0.362127	0.0961565	0.444764
26.9605	-59.7774	0.362147	0.0961503	0.444719
26.9705	-59.7786	0.362167	0.096144	0.444674
26.9805	-59.7798	0.362186	0.0961374	0.444629
26.9905	-59.7811	0.362206	0.0961306	0.444584
27.0005	-59.7824	0.362226	0.0961236	0.44454
27.0105	-59.7837	0.362245	0.0961164	0.444495
27.0205	-59.785	0.362265	0.0961089	0.444451
27.0305	-59.7863	0.362284	0.0961013	0.444407
27.0405	-59.7877	0.362303	0.0960934	0.444362
27.0505	-59.789	0.362323	0.0960854	0.444318
27.0605	-59.7904	0.362342	0.0960771	0.444274
27.0705	-59.7918	0.362361	0.0960686	0.444231
27.0805	-59.7932	0.36238	0.0960599	0.444187
27.0905	-59.7946	0.362399	0.0960511	0.444143
27.1005	-59.7961	0.362418	0.096042	0.4441
27.1105	-59.7975	0.362436	0.0960327	0.444057
27.1205	-59.799	0.362455	0.0960232	0.444013
27.1305	-59.8005	0.362474	0.0960136	0.44397
27.1405	-59.802	0.362492	0.0960037	0.443927
27.1505	-59.8035	0.36251	0.0959936	0.443885
27.1605	-59.805	0.362529	0.0959834	0.443842
27.1705	-59.8066	0.362547	0.0959729	0.443799
27.1805	-59.8081	0.362565	0.0959623	0.443757
27.1905	-59.8097	0.362583	0.0959515	0.443715
27.2005	-59.8113	0.362601	0.0959404	0.443673
27.2105	-59.8129	0.362619	0.0959292	0.44363
27.2205	-59.8145	0.362637	0.0959179	0.443589
27.2305	-59.8161	0.362654	0.0959063	0.443547
27.2405	-59.8177	0.362672	0.0958945	0.443505
27.2505	-59.8194	0.362689	0.0958826	0.443464
27.2605	-59.8211	0.362707	0.0958705	0.443422
27.2705	-59.8228	0.362724	0.0958582	0.443381
27.2805	-59.8244	0.362741	0.0958457	0.44334
27.2905	-59.8262	0.362758	0.0958331	0.443299
27.3005	-59.8279	0.362776	0.0958203	0.443258
27.3105	-59.8296	0.362792	0.0958073	0.443217
27.3205	-59.8313	0.362809	0.0957941	0.443177
27.3305	-59.8331	0.362826	0.0957808	0.443136
27.3405	-59.8349	0.362843	0.0957673	0.443096
27.3505	-59.8367	0.362859	0.0957537	0.443056
27.3605	-59.8384	0.362876	0.0957398	0.443016
27.3705	-59.8403	0.362892	0.0957258	0.442976
27.3805	-59.8421	0.362909	0.0957117	0.442936
27.3905	-59.8439	0.362925	0.0956974	0.442896
27.4005	-59.8457	0.362941	0.0956829	0.442857
27.4105	-59.8476	0.362957	0.0956683	0.442818
27.4205	-59.8494	0.362973	0.0956535	0.442778
27.4305	-59.8513	0.362989	0.0956386	0.442739
27.4405	-59.8532	0.363005	0.0956235	0.4427
27.4505	-59.8551	0.36302	0.0956082	0.442661
27.4605	-59.857	0.363036	0.0955928	0.442623
27.4705	-59.8589	0.363051	0.0955773	0.442584
27.4805	-59.8608	0.363067	0.0955616	0.442546
27.4905	-59.8628	0.363082	0.0955458	0.442508
27.5005	-59.8647	0.363097	0.0955298	0.442469
27.5105	-59.8667	0.363112	0.0955136	0.442431
27.5205	-59.8686	0.363127	0.0954974	0.442394
27.5305	-59.8706	0.363142	0.095481	0.442356
27.5405	-59.8726	0.363157	0.0954644	0.442318
27.5505	-59.8746	0.363172	0.0954477	0.442281
27.5605	-59.8766	0.363186	0.0954309	0.442244
27.5705	-59.8786	0.363201	0.0954139	0.442207
27.5805	-59.8806	0.363215	0.0953968	0.44217
27.5905	-59.8826	0.363229	0.0953796	0.442133
27.6005	-59.8847	0.363244	0.0953623	0.442096
27.6105	-59.8867	0.363258	0.0953448	0.442059
27.6205	-59.8888	0.363272	0.0953272	0.442023
27.6305	-59.8908	0.363286	0.0953095	0.441987
27.6405	-59.8929	0.3633	0.0952916	0.441951
27.6505	-59.895	0.363313	0.0952736	0.441915
27.6605	-59.8971	0.363327	0.0952555	0.441879
27.6705	-59.8992	0.363341	0.0952373	0.441843
27.6805	-59.9013	0.363354	0.0952189	0.441808
27.6905	-59.9034	0.363368	0.0952005	0.441772
27.7005	-59.9055	0.363381	0.0951819	0.441737
27.7105	-59.9076	0.363394	0.0951632	0.441702
27.7205	-59.9098	0.363407	0.0951444	0.441667
27.7305	-59.9119	0.36342	0.0951255	0.441632
27.7405	-59.914	0.363433	0.0951065	0.441597
27.7505	-59.9162	0.363446	0.0950873	0.441563
27.7605	-59.9183	0.363459	0.0950681	0.441528
27.7705	-59.9205	0.363471	0.0950487	0.441494
27.7805	-59.9227	0.363484	0.0950293	0.44146
27.7905	-59.9249	0.363496	0.0950097	0.441426
27.8005	-59.927	0.363508	0.09499	0.441392
27.8105	-59.9292	0.363521	0.0949703	0.441358
27.8205	-59.9314	0.363533	0.0949504	0.441325
27.8305	-59.9336	0.363545	0.0949305	0.441292
27.8405	-59.9358	0.363557	0.0949104	0.441258
27.8505	-59.938	0.363569	0.0948903	0.441225
27.8605	-59.9403	0.36358	0.09487	0.441192
27.8705	-59.9425	0.363592	0.0948497	0.441159
27.8805	-59.9447	0.363604	0.0948292	0.441127
27.8905	-59.9469	0.363615	0.0948087	0.441094
27.9005	-59.9492	0.363626	0.0947881	0.441062
27.9105	-59.9514	0.363638	0.0947674	0.44103
27.9205	-59.9537	0.363649	0.0947467	0.440998
27.9305	-59.9559	0.36366	0.0947258	0.440966
27.9405	-59.9582	0.363671	0.0947049	0.440934
27.9505	-59.9604	0.363682	0.0946838	0.440902
27.9605	-59.9627	0.363693	0.0946627	0.440871
27.9705	-59.965	0.363703	0.0946416	0.440839
27.9805	-59.9673	0.363714	0.0946203	0.440808
27.9905	-59.9695	0.363725	0.094599	0.440777
28.0005	-59.9718	0.363735	0.0945776	0.440746
28.0105	-59.9741	0.363745	0.0945561	0.440716
28.0205	-59.9764	0.363755	0.0945345	0.440685
28.0305	-59.9787	0.363766	0.0945129	0.440654
28.0405	-59.981	0.363776	0.0944912	0.440624
28.0505	-59.9833	0.363786	0.0944695	0.440594
28.0605	-59.9856	0.363795	0.0944476	0.440564
28.0705	-59.9879	0.363805	0.0944258	0.440534
28.0805	-59.9902	0.363815	0.0944038	0.440504
28.0905	-59.9925	0.363824	0.0943818	0.440475
28.1005	-59.9948	0.363834	0.0943597	0.440445
28.1105	-59.9971	0.363843	0.0943376	0.440416
28.1205	-59.9994	0.363853	0.0943154	0.440387
28.1305	-60.0017	0.363862	0.0942931	0.440358
28.1405	-60.0041	0.363871	0.0942708	0.440329
28.1505	-60.0064	0.36388	0.0942485	0.4403
28.1605	-60.0087	0.363889	0.0942261	0.440272
28.1705	-60.011	0.363898	0.0942036	0.440243
28.1805	-60.0134	0.363906	0.0941811	0.440215
28.1905	-60.0157	0.363915	0.0941585	0.440187
28.2006	-60.018	0.363924	0.0941359	0.440159
28.2106	-60.0203	0.363932	0.0941132	0.440131
28.2206	-60.0227	0.36394	0.0940905	0.440103
28.2306	-60.025	0.363949	0.0940678	0.440076
28.2406	-60.0273	0.363957	0.094045	0.440048
28.2506	-60.0297	0.363965	0.0940222	0.440021
28.2606	-60.032	0.363973	0.0939993	0.439994
28.2706	-60.0344	0.363981	0.0939764	0.439967
28.2806	-60.0367	0.363989	0.0939534	0.43994
28.2906	-60.039	0.363996	0.0939305	0.439913
28.3006	-60.0414	0.364004	0.0939074	0.439887
28.3106	-60.0437	0.364011	0.0938844	0.43986
28.3206	-60.046	0.364019	0.0938613	0.439834
28.3306	-60.0484	0.364026	0.0938382	0.439808
28.3406	-60.0507	0.364034	0.093815	0.439782
28.3506	-60.0531	0.364041	0.0937918	0.439756
28.3606	-60.0554	0.364048	0.0937686	0.43973
28.3706	-60.0577	0.364055	0.0937454	0.439704
28.3806	-60.0601	0.364062	0.0937221	0.439679
28.3906	-60.0624	0.364069	0.0936989	0.439654
28.4006	-60.0648	0.364075	0.0936756	0.439629
28.4106	-60.0671	0.364082	0.0936522	0.439604
28.4206	-60.0694	0.364089	0.0936289	0.439579
28.4306	-60.0718	0.364095	0.0936055	0.439554
28.4406	-60.0741	0.364101	0.0935821	0.439529
28.4506	-60.0764	0.364108	0.0935587	0.439505
28.4606	-60.0788	0.364114	0.0935353	0.439481
28.4706	-60.0811	0.36412	0.0935119	0.439456
28.4806	-60.0834	0.364126	0.0934884	0.439432
28.4906	-60.0857	0.364132	0.0934649	0.439408
28.5006	-60.0881	0.364138	0.0934415	0.439385
28.5106	-60.0904	0.364144	0.093418	0.439361
28.5206	-60.0927	0.364149	0.0933945	0.439337
28.5306	-60.095	0.364155	0.093371	0.439314
28.5406	-60.0973	0.36416	0.0933475	0.439291
28.5506	-60.0997	0.364166	0.0933239	0.439268
28.5606	-60.102	0.364171	0.0933004	0.439245
28.5706	-60.1043	0.364176	0.0932769	0.439222
28.5806	-60.1066	0.364182	0.0932534	0.439199
28.5906	-60.1089	0.364187	0.0932298	0.439177
28.6006	-60.1112	0.364192	0.0932063	0.439154
28.6106	-60.1135	0.364197	0.0931828	0.439132
28.6206	-60.1158	0.364201	0.0931592	0.43911
28.6306	-60.1181	0.364206	0.0931357	0.439088
28.6406	-60.1204	0.364211	0.0931122	0.439066
28.6506	-60.1227	0.364215	0.0930887	0.439044
28.6606	-60.125	0.36422	0.0930651	0.439023
28.6706	-60.1272	0.364224	0.0930416	0.439001
28.6806	-60.1295	0.364229	0.0930181	0.43898
28.6906	-60.1318	0.364233	0.0929946	0.438959
28.7006	-60.1341	0.364237	0.0929712	0.438938
28.7106	-60.1363	0.364241	0.0929477	0.438917
28.7206	-60.1386	0.364245	0.0929242	0.438896
28.7306	-60.1409	0.364249	0.0929008	0.438875
28.7406	-60.1431	0.364253	0.0928773	0.438855
28.7506	-60.1454	0.364257	0.0928539	0.438834
28.7606	-60.1476	0.36426	0.0928305	0.438814
28.7706	-60.1499	0.364264	0.0928071	0.438794
28.7806	-60.1521	0.364268	0.0927837	0.438774
28.7906	-60.1544	0.364271	0.0927604	0.438754
28.8006	-60.1566	0.364274	0.092737	0.438734
28.8106	-60.1588	0.364278	0.0927137	0.438715
28.8206	-60.1611	0.364281	0.0926904	0.438695
28.8306	-60.1633	0.364284	0.0926672	0.438676
28.8406	-60.1655	0.364287	0.0926439	0.438656
28.8506	-60.1677	0.36429	0.0926207	0.438637
28.8606	-60.1699	0.364293	0.0925975	0.438618
28.8706	-60.1721	0.364296	0.0925743	0.438599
28.8806	-60.1743	0.364299	0.0925512	0.438581
28.8906	-60.1765	0.364301	0.092528	0.438562
28.9006	-60.1787	0.364304	0.0925049	0.438543
28.9106	-60.1809	0.364307	0.0924819	0.438525
28.9206	-60.1831	0.364309	0.0924588	0.438507
28.9306	-60.1853	0.364311	0.0924358	0.438489
28.9406	-60.1874	0.364314	0.0924129	0.438471
28.9506	-60.1896	0.364316	0.0923899	0.438453
28.9606	-60.1918	0.364318	0.092367	0.438435
28.9706	-60.1939	0.36432	0.0923441	0.438417
28.9806	-60.1961	0.364322	0.0923213	0.4384
28.9906	-60.1982	0.364324	0.0922985	0.438382
29.0006	-60.2004	0.364326	0.0922757	0.438365
29.0106	-60.2025	0.364328	0.092253	0.438348
29.0206	-60.2046	0.36433	0.0922303	0.438331
29.0306	-60.2068	0.364331	0.0922076	0.438314
29.0406	-60.2089	0.364333	0.092185	0.438297
29.0506	-60.211	0.364334	0.0921624	0.43828
29.0606	-60.2131	0.364336	0.0921399	0.438264
29.0706	-60.2152	0.364337	0.0921174	0.438247
29.0806	-60.2173	0.364339	0.0920949	0.438231
29.0906	-60.2194	0.36434	0.0920725	0.438215
29.1006	-60.2215	0.364341	0.0920502	0.438199
29.1106	-60.2235	0.364342	0.0920278	0.438183
29.1206	-60.2256	0.364343	0.0920056	0.438167
29.1306	-60.2277	0.364344	0.0919833	0.438151
29.1406	-60.2297	0.364345	0.0919611	0.438136
29.1506	-60.2318	0.364346	0.091939	0.43812
29.1606	-60.2338	0.364347	0.0919169	0.438105
29.1706	-60.2359	0.364347	0.0918949	0.438089
29.1806	-60.2379	0.364348	0.0918729	0.438074
29.1906	-60.2399	0.364348	0.0918509	0.438059
29.2006	-60.2419	0.364349	0.091829	0.438044
29.2106	-60.2439	0.364349	0.0918072	0.438029
29.2206	-60.246	0.36435	0.0917854	0.438014
29.2306	-60.248	0.36435	0.0917637	0.438
29.2406	-60.2499	0.36435	0.091742	0.437985
29.2506	-60.2519	0.36435	0.0917204	0.437971
29.2606	-60.2539	0.364351	0.0916988	0.437957
29.2706	-60.2559	0.364351	0.0916773	0.437942
29.2806	-60.2578	0.364351	0.0916558	0.437928
29.2906	-60.2598	0.364351	0.0916344	0.437914
29.3006	-60.2618	0.36435	0.0916131	0.4379
29.3106	-60.2637	0.36435	0.0915918	0.437887
29.3206	-60.2656	0.36435	0.0915705	0.437873
29.3306	-60.2676	0.36435	0.0915494	0.43786
29.3406	-60.2695	0.364349	0.0915282	0.437846
29.3506	-60.2714	0.364349	0.0915072	0.437833
29.3606	-60.2733	0.364348	0.0914862	0.437819
29.3706	-60.2752	0.364348	0.0914653	0.437806
29.3806	-60.2771	0.364347	0.0914444	0.437793
29.3906	-60.279	0.364346	0.0914236	0.43778
29.4006	-60.2809	0.364346	0.0914028	0.437768
29.4106	-60.2827	0.364345	0.0913822	0.437755
29.4206	-60.2846	0.364344	0.0913615	0.437742
29.4306	-60.2865	0.364343	0.091341	0.43773
29.4406	-60.2883	0.364342	0.0913205	0.437717
29.4506	-60.2901	0.364341	0.0913001	0.437705
29.4606	-60.292	0.36434	0.0912797	0.437693
29.4706	-60.2938	0.364339	0.0912594	0.437681
29.4806	-60.2956	0.364338	0.0912392	0.437669
29.4906	-60.2974	0.364337	0.091219	0.437657
29.5006	-60.2992	0.364335	0.0911989	0.437645
29.5106	-60.301	0.364334	0.0911789	0.437633
29.5206	-60.3028	0.364332	0.0911589	0.437621
29.5306	-60.3046	0.364331	0.0911391	0.43761
29.5406	-60.3064	0.364329	0.0911192	0.437598
29.5506	-60.3081	0.364328	0.0910995	0.437587
29.5606	-60.3099	0.364326	0.0910798	0.437576
29.5706	-60.3116	0.364325	0.0910602	0.437565
29.5806	-60.3134	0.364323	0.0910407	0.437554
29.5906	-60.3151	0.364321	0.0910212	0.437543
29.6006	-60.3168	0.364319	0.0910018	0.437532
29.6106	-60.3185	0.364317	0.0909825	0.437521
29.6206	-60.3202	0.364316	0.0909633	0.43751
29.6306	-60.3219	0.364314	0.0909441	0.4375
29.6406	-60.3236	0.364312	0.090925	0.437489
29.6506	-60.3253	0.364309	0.090906	0.437479
29.6606	-60.327	0.364307	0.090887	0.437468
29.6706	-60.3287	0.364305	0.0908682	0.437458
29.6806	-60.3303	0.364303	0.0908494	0.437448
29.6906	-60.332	0.364301	0.0908306	0.437438
29.7006	-60.3336	0.364298	0.090812	0.437428
29.7106	-60.3352	0.364296	0.0907934	0.437418
29.7206	-60.3369	0.364294	0.0907749	0.437408
29.7306	-60.3385	0.364291	0.0907565	0.437399
29.7406	-60.3401	0.364289	0.0907382	0.437389
29.7506	-60.3417	0.364286	0.0907199	0.437379
29.7606	-60.3433	0.364284	0.0907017	0.43737
29.7706	-60.3449	0.364281	0.0906836	0.437361
29.7806	-60.3464	0.364278	0.0906656	0.437351
29.7906	-60.348	0.364275	0.0906476	0.437342
29.8006	-60.3496	0.364273	0.0906297	0.437333
29.8106	-60.3511	0.36427	0.0906119	0.437324
29.8206	-60.3526	0.364267	0.0905942	0.437315
29.8306	-60.3542	0.364264	0.0905766	0.437306
29.8406	-60.3557	0.364261	0.090559	0.437297
29.8506	-60.3572	0.364258	0.0905416	0.437289
29.8606	-60.3587	0.364255	0.0905242	0.43728
29.8706	-60.3602	0.364252	0.0905068	0.437271
29.8806	-60.3617	0.364249	0.0904896	0.437263
29.8906	-60.3632	0.364246	0.0904725	0.437254
29.9006	-60.3647	0.364243	0.0904554	0.437246
29.9106	-60.3661	0.364239	0.0904384	0.437238
29.9206	-60.3676	0.364236	0.0904215	0.43723
29.9306	-60.369	0.364233	0.0904047	0.437222
29.9406	-60.3705	0.36423	0.0903879	0.437214
29.9506	-60.3719	0.364226	0.0903713	0.437206
29.9606	-60.3733	0.364223	0.0903547	0.437198
29.9706	-60.3747	0.364219	0.0903382	0.43719
29.9806	-60.3761	0.364216	0.0903218	0.437182
29.9906	-60.3775	0.364212	0.0903055	0.437175
30.0006	-60.3789	0.364209	0.0902892	0.437167
30.0106	-60.3803	0.364205	0.090273	0.43716
30.0206	-60.3817	0.364201	0.090257	0.437152
30.0306	-60.383	0.364198	0.090241	0.437145
30.0406	-60.3844	0.364194	0.0902251	0.437138
30.0506	-60.3857	0.36419	0.0902092	0.43713
30.0606	-60.387	0.364186	0.0901935	0.437123
30.0706	-60.3884	0.364183	0.0901778	0.437116
30.0806	-60.3897	0.364179	0.0901623	0.437109
30.0906	-60.391	0.364175	0.0901468	0.437102
30.1006	-60.3923	0.364171	0.0901314	0.437095
30.1106	-60.3936	0.364167	0.090116	0.437089
30.1206	-60.3949	0.364163	0.0901008	0.437082
30.1306	-60.3961	0.364159	0.0900857	0.437075
30.1406	-60.3974	0.364155	0.0900706	0.437069
30.1506	-60.3986	0.364151	0.0900556	0.437062
30.1606	-60.3999	0.364147	0.0900407	0.437056
30.1706	-60.4011	0.364143	0.0900259	0.437049
30.1806	-60.4024	0.364139	0.0900112	0.437043
30.1906	-60.4036	0.364134	0.0899966	0.437037
30.2006	-60.4048	0.36413	0.089982	0.43703
30.2106	-60.406	0.364126	0.0899676	0.437024
30.2206	-60.4072	0.364122	0.0899532	0.437018
30.2306	-60.4084	0.364117	0.0899389	0.437012
30.2406	-60.4095	0.364113	0.0899247	0.437006
30.2506	-60.4107	0.364108	0.0899106	0.437
30.2606	-60.4119	0.364104	0.0898965	0.436994
30.2706	-60.413	0.3641	0.0898826	0.436989
30.2806	-60.4142	0.364095	0.0898687	0.436983
30.2906	-60.4153	0.364091	0.089855	0.436977
30.3006	-60.4164	0.364086	0.0898413	0.436972
30.3106	-60.4175	0.364082	0.0898277	0.436966
30.3206	-60.4186	0.364077	0.0898142	0.436961
30.3306	-60.4197	0.364073	0.0898008	0.436955
30.3406	-60.4208	0.364068	0.0897874	0.43695
30.3506	-60.4219	0.364063	0.0897742	0.436944
30.3606	-60.423	0.364059	0.089761	0.436939
30.3706	-60.424	0.364054	0.0897479	0.436934
30.3806	-60.4251	0.364049	0.0897349	0.436929
30.3906	-60.4261	0.364044	0.089722	0.436924
30.4006	-60.4272	0.36404	0.0897092	0.436919
30.4106	-60.4282	0.364035	0.0896965	0.436914
30.4206	-60.4292	0.36403	0.0896838	0.436909
30.4306	-60.4302	0.364025	0.0896713	0.436904
30.4406	-60.4312	0.36402	0.0896588	0.436899
30.4506	-60.4322	0.364016	0.0896464	0.436894
30.4606	-60.4332	0.364011	0.0896341	0.436889
30.4706	-60.4342	0.364006	0.0896219	0.436885
30.4806	-60.4352	0.364001	0.0896098	0.43688
30.4906	-60.4361	0.363996	0.0895978	0.436876
30.5006	-60.4371	0.363991	0.0895858	0.436871
30.5106	-60.438	0.363986	0.089574	0.436867
30.5206	-60.4389	0.363981	0.0895622	0.436862
30.5306	-60.4399	0.363976	0.0895505	0.436858
30.5406	-60.4408	0.363971	0.0895389	0.436853
30.5506	-60.4417	0.363966	0.0895274	0.436849
30.5606	-60.4426	0.363961	0.0895159	0.436845
30.5706	-60.4435	0.363956	0.0895046	0.436841
30.5806	-60.4444	0.36395	0.0894933	0.436837
30.5906	-60.4453	0.363945	0.0894822	0.436832
30.6006	-60.4461	0.36394	0.0894711	0.436828
30.6106	-60.447	0.363935	0.0894601	0.436824
30.6206	-60.4478	0.36393	0.0894492	0.43682
30.6306	-60.4487	0.363925	0.0894383	0.436816
30.6406	-60.4495	0.363919	0.0894276	0.436813
30.6506	-60.4503	0.363914	0.0894169	0.436809
30.6606	-60.4511	0.363909	0.0894063	0.436805
30.6706	-60.452	0.363904	0.0893959	0.436801
30.6806	-60.4528	0.363898	0.0893855	0.436797
30.6906	-60.4536	0.363893	0.0893751	0.436794
30.7006	-60.4543	0.363888	0.0893649	0.43679
30.7106	-60.4551	0.363882	0.0893548	0.436787
30.7206	-60.4559	0.363877	0.0893447	0.436783
30.7306	-60.4566	0.363872	0.0893347	0.436779
30.7406	-60.4574	0.363866	0.0893248	0.436776
30.7506	-60.4581	0.363861	0.089315	0.436773
30.7606	-60.4589	0.363856	0.0893053	0.436769
30.7706	-60.4596	0.36385	0.0892956	0.436766
30.7806	-60.4603	0.363845	0.0892861	0.436762
30.7906	-60.461	0.363839	0.0892766	0.436759
30.8006	-60.4617	0.363834	0.0892672	0.436756
